column_number,row_letter,concentration,well,plate,mouse_id,name
3,M,1.0912148137041078,M3,MAA000459,1_6_M,M3-MAA000459-1_6_M-1
3,N,1.5400128293385176,N3,MAA000459,1_6_M,N3-MAA000459-1_6_M-1
3,O,1.0590641193598194,O3,MAA000459,1_6_M,O3-MAA000459-1_6_M-1
3,P,1.0715409755817358,P3,MAA000459,1_6_M,P3-MAA000459-1_6_M-1
4,A,1.0235489186110154,A4,MAA000459,1_6_M,A4-MAA000459-1_6_M-1
4,B,0.9184507151901239,B4,MAA000459,1_6_M,B4-MAA000459-1_6_M-1
4,D,0.7840548631867876,D4,MAA000459,1_6_M,D4-MAA000459-1_6_M-1
4,E,0.7308090268253551,E4,MAA000459,1_6_M,E4-MAA000459-1_6_M-1
4,F,0.9391492142598898,F4,MAA000459,1_6_M,F4-MAA000459-1_6_M-1
4,G,0.9498446565427038,G4,MAA000459,1_6_M,G4-MAA000459-1_6_M-1
4,I,1.0240012307439905,I4,MAA000459,1_6_M,I4-MAA000459-1_6_M-1
4,J,1.097891636651642,J4,MAA000459,1_6_M,J4-MAA000459-1_6_M-1
4,K,1.1759189589139667,K4,MAA000459,1_6_M,K4-MAA000459-1_6_M-1
4,L,0.9674065449364915,L4,MAA000459,1_6_M,L4-MAA000459-1_6_M-1
4,N,1.0267255415141414,N4,MAA000459,1_6_M,N4-MAA000459-1_6_M-1
4,O,1.4624134639404693,O4,MAA000459,1_6_M,O4-MAA000459-1_6_M-1
4,P,1.067301419166118,P4,MAA000459,1_6_M,P4-MAA000459-1_6_M-1
5,A,0.8155357876418627,A5,MAA000459,1_6_M,A5-MAA000459-1_6_M-1
5,B,1.3835632815285397,B5,MAA000459,1_6_M,B5-MAA000459-1_6_M-1
5,C,0.9931170103720328,C5,MAA000459,1_6_M,C5-MAA000459-1_6_M-1
5,E,0.9000746649569807,E5,MAA000459,1_6_M,E5-MAA000459-1_6_M-1
5,F,0.8108543570655693,F5,MAA000459,1_6_M,F5-MAA000459-1_6_M-1
5,G,0.940843645096497,G5,MAA000459,1_6_M,G5-MAA000459-1_6_M-1
5,H,0.8834678510285907,H5,MAA000459,1_6_M,H5-MAA000459-1_6_M-1
5,I,0.9675283212799849,I5,MAA000459,1_6_M,I5-MAA000459-1_6_M-1
5,J,0.8396214087227931,J5,MAA000459,1_6_M,J5-MAA000459-1_6_M-1
5,L,0.9385037996393751,L5,MAA000459,1_6_M,L5-MAA000459-1_6_M-1
5,M,0.9947505530368933,M5,MAA000459,1_6_M,M5-MAA000459-1_6_M-1
5,N,1.014742749314398,N5,MAA000459,1_6_M,N5-MAA000459-1_6_M-1
5,O,1.1344088827411911,O5,MAA000459,1_6_M,O5-MAA000459-1_6_M-1
5,P,0.7233319593348647,P5,MAA000459,1_6_M,P5-MAA000459-1_6_M-1
6,A,1.0942609619534909,A6,MAA000459,1_6_M,A6-MAA000459-1_6_M-1
6,B,0.9156707352343763,B6,MAA000459,1_6_M,B6-MAA000459-1_6_M-1
6,C,1.0165259029155502,C6,MAA000459,1_6_M,C6-MAA000459-1_6_M-1
6,D,0.9149835687246639,D6,MAA000459,1_6_M,D6-MAA000459-1_6_M-1
6,E,1.3093875710447038,E6,MAA000459,1_6_M,E6-MAA000459-1_6_M-1
6,F,0.8957863980039658,F6,MAA000459,1_6_M,F6-MAA000459-1_6_M-1
6,G,1.2190173465383054,G6,MAA000459,1_6_M,G6-MAA000459-1_6_M-1
6,J,0.8441915009278926,J6,MAA000459,1_6_M,J6-MAA000459-1_6_M-1
6,K,0.967232578731501,K6,MAA000459,1_6_M,K6-MAA000459-1_6_M-1
6,L,0.9072124983477396,L6,MAA000459,1_6_M,L6-MAA000459-1_6_M-1
6,M,0.9696750642495672,M6,MAA000459,1_6_M,M6-MAA000459-1_6_M-1
6,O,1.4227317725821436,O6,MAA000459,1_6_M,O6-MAA000459-1_6_M-1
6,P,0.9219630928688815,P6,MAA000459,1_6_M,P6-MAA000459-1_6_M-1
7,L,0.8142362600905839,L7,MAA000459,1_6_M,L7-MAA000459-1_6_M-1
7,M,1.0572635691381682,M7,MAA000459,1_6_M,M7-MAA000459-1_6_M-1
7,N,0.8775182068179167,N7,MAA000459,1_6_M,N7-MAA000459-1_6_M-1
7,O,1.416388964748191,O7,MAA000459,1_6_M,O7-MAA000459-1_6_M-1
7,P,1.1236108003974328,P7,MAA000459,1_6_M,P7-MAA000459-1_6_M-1
8,C,0.7130749118886268,C8,MAA000459,1_6_M,C8-MAA000459-1_6_M-1
8,D,0.986142705213965,D8,MAA000459,1_6_M,D8-MAA000459-1_6_M-1
8,F,0.9638785102992848,F8,MAA000459,1_6_M,F8-MAA000459-1_6_M-1
8,G,0.8616002990612888,G8,MAA000459,1_6_M,G8-MAA000459-1_6_M-1
8,H,0.8880779554608381,H8,MAA000459,1_6_M,H8-MAA000459-1_6_M-1
8,J,0.797866040200981,J8,MAA000459,1_6_M,J8-MAA000459-1_6_M-1
8,K,0.7714092597460306,K8,MAA000459,1_6_M,K8-MAA000459-1_6_M-1
8,M,1.1568157299439634,M8,MAA000459,1_6_M,M8-MAA000459-1_6_M-1
8,N,1.161004836160134,N8,MAA000459,1_6_M,N8-MAA000459-1_6_M-1
8,O,1.2155954312861428,O8,MAA000459,1_6_M,O8-MAA000459-1_6_M-1
8,P,1.0444092062514225,P8,MAA000459,1_6_M,P8-MAA000459-1_6_M-1
9,B,0.7011599665088296,B9,MAA000459,1_6_M,B9-MAA000459-1_6_M-1
9,K,0.7328131175068453,K9,MAA000459,1_6_M,K9-MAA000459-1_6_M-1
9,N,1.0045918212532041,N9,MAA000459,1_6_M,N9-MAA000459-1_6_M-1
9,O,1.3861971298720954,O9,MAA000459,1_6_M,O9-MAA000459-1_6_M-1
9,P,1.0881947603854734,P9,MAA000459,1_6_M,P9-MAA000459-1_6_M-1
10,A,0.7446132451913487,A10,MAA000459,1_6_M,A10-MAA000459-1_6_M-1
10,B,0.7094477165145755,B10,MAA000459,1_6_M,B10-MAA000459-1_6_M-1
10,D,0.8487076636094453,D10,MAA000459,1_6_M,D10-MAA000459-1_6_M-1
10,I,0.7139290859551299,I10,MAA000459,1_6_M,I10-MAA000459-1_6_M-1
10,N,1.0537946830106582,N10,MAA000459,1_6_M,N10-MAA000459-1_6_M-1
10,O,0.8657198187954631,O10,MAA000459,1_6_M,O10-MAA000459-1_6_M-1
11,M,0.7635564252527608,M11,MAA000459,1_6_M,M11-MAA000459-1_6_M-1
11,N,1.5165360899750537,N11,MAA000459,1_6_M,N11-MAA000459-1_6_M-1
11,O,1.184220626216112,O11,MAA000459,1_6_M,O11-MAA000459-1_6_M-1
11,P,1.4736760360515522,P11,MAA000459,1_6_M,P11-MAA000459-1_6_M-1
12,D,1.2392513558407467,D12,MAA000459,1_6_M,D12-MAA000459-1_6_M-1
12,E,0.8208922070935193,E12,MAA000459,1_6_M,E12-MAA000459-1_6_M-1
12,F,1.0379080891709287,F12,MAA000459,1_6_M,F12-MAA000459-1_6_M-1
12,G,0.7911648619847481,G12,MAA000459,1_6_M,G12-MAA000459-1_6_M-1
12,H,0.8467922956925001,H12,MAA000459,1_6_M,H12-MAA000459-1_6_M-1
12,N,0.9374426057889333,N12,MAA000459,1_6_M,N12-MAA000459-1_6_M-1
12,O,1.1566382844148733,O12,MAA000459,1_6_M,O12-MAA000459-1_6_M-1
12,P,0.9139815233839188,P12,MAA000459,1_6_M,P12-MAA000459-1_6_M-1
13,A,0.7074418861710354,A13,MAA000459,1_6_M,A13-MAA000459-1_6_M-1
13,G,0.7501679861166943,G13,MAA000459,1_6_M,G13-MAA000459-1_6_M-1
13,P,1.216668802770934,P13,MAA000459,1_6_M,P13-MAA000459-1_6_M-1
14,C,1.023230560455883,C14,MAA000459,1_6_M,C14-MAA000459-1_6_M-1
14,E,0.9991640756575014,E14,MAA000459,1_6_M,E14-MAA000459-1_6_M-1
14,K,0.7412939700001306,K14,MAA000459,1_6_M,K14-MAA000459-1_6_M-1
14,O,1.0408533370214172,O14,MAA000459,1_6_M,O14-MAA000459-1_6_M-1
14,P,1.056955648955335,P14,MAA000459,1_6_M,P14-MAA000459-1_6_M-1
17,P,0.7190558700161991,P17,MAA000459,1_6_M,P17-MAA000459-1_6_M-1
22,M,0.7115961991462078,M22,MAA000459,1_6_M,M22-MAA000459-1_6_M-1
23,P,0.7172083489192003,P23,MAA000459,1_6_M,P23-MAA000459-1_6_M-1
24,A,8.043819427361463,A24,MAA000459,1_6_M,A24-MAA000459-1_6_M-1
24,B,8.181405819564324,B24,MAA000459,1_6_M,B24-MAA000459-1_6_M-1
24,C,6.017965573626963,C24,MAA000459,1_6_M,C24-MAA000459-1_6_M-1
24,D,5.989160249404641,D24,MAA000459,1_6_M,D24-MAA000459-1_6_M-1
24,E,3.9373958690988604,E24,MAA000459,1_6_M,E24-MAA000459-1_6_M-1
24,F,4.049600591993613,F24,MAA000459,1_6_M,F24-MAA000459-1_6_M-1
24,G,1.9791731172164553,G24,MAA000459,1_6_M,G24-MAA000459-1_6_M-1
24,H,2.010549661948536,H24,MAA000459,1_6_M,H24-MAA000459-1_6_M-1
24,I,1.0245474846276608,I24,MAA000459,1_6_M,I24-MAA000459-1_6_M-1
24,J,1.0189248968823688,J24,MAA000459,1_6_M,J24-MAA000459-1_6_M-1
